Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),RETURN=ERROR,Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK
14,avg-run,1000,true,uniform,READ,4264,5918854,2140993,2136992,21354,5,0,0,0,0,1382,335,536843,591143,2279586,15914022,5670398,4163,10421446734,25057131,612574,26015,1,0,0,0,0,4862,20567.667626491155,0,100000,45.27228,35,10791,62,137,100000
15,extend,1000,true,zipfian,EXTEND,72028,39562241,14485680,14107669,260578,150045,248202,0,0,0,1382,335,536843,591194,2279586,15919718,5670398,4163,10511384223,25184717,618586,26015,0,0,0,0,1,5489,1821.8254691200582,0,10000,516.5097,290,28479,1334,1925,10000
15,run,1000,true,uniform,READ,73658,43291837,15676370,15297191,260578,150045,248202,0,0,0,1382,335,536843,593176,2279586,15921348,5670398,4163,10511401433,25184988,618586,26015,1,0,0,0,0,5888,16983.695652173912,0,100000,55.52176,33,15055,97,212,100000
15,reference,1000,true,uniform,READ,1076,4540416,1552366,1518602,1119,1,0,0,0,0,1382,335,536843,593579,2279586,15921677,5670398,4163,10511401433,25184988,618586,26015,1,0,0,0,0,2726,36683.78576669112,0,100000,23.48768,17,10295,49,88,100000
15,clean-run,1000,true,uniform,READ,2200,2907871,1182784,1181697,11878,1,0,0,0,0,1382,336,547963,594129,2284912,15926695,5670452,4166,10533432392,25208470,619521,27543,1,0,0,0,0,5244,19069.412662090006,0,100000,49.11268,30,11039,86,191,100000
15,avg-run,1000,true,uniform,READ,4775,5967982,2187210,2183209,21891,5,0,0,0,0,1382,336,547963,594133,2284912,15929269,5670452,4166,10551151791,25231809,619524,27543,1,0,0,0,0,4918,20333.4688897926,0,100000,45.87495,35,11175,69,135,100000
16,extend,1000,true,zipfian,EXTEND,82390,44011584,16075821,15672587,291936,160045,279006,0,0,0,1382,336,547963,594572,2292559,15937036,5670452,4166,10647873595,25362477,625177,27543,0,0,0,0,1,5574,1794.0437746681018,0,10000,529.1666,292,26879,1234,1972,10000
16,run,1000,true,uniform,READ,84361,47793038,17330579,16926189,291936,160045,279006,0,0,0,1382,336,547963,596819,2292559,15938983,5670452,4166,10647897115,25362849,625177,27543,1,0,0,0,0,6008,16644.474034620507,0,100000,56.39033,34,14415,99,202,100000
16,reference,1000,true,uniform,READ,1415,4842539,1655619,1619832,1119,1,0,0,0,0,1382,336,547963,597223,2292559,15939268,5670452,4166,10647897115,25362849,625177,27543,1,0,0,0,0,2513,39793.07600477517,0,100000,21.76562,17,10271,44,79,100000
16,clean-run,1000,true,uniform,READ,2444,2967844,1246341,1244383,12884,1,0,0,0,0,1382,337,558044,597772,2297112,15943919,5670493,4177,10672051779,25390419,626113,28832,1,0,0,0,0,5350,18691.58878504673,0,100000,50.21654,32,11271,87,189,100000
16,avg-run,1000,true,uniform,READ,5011,6023431,2251542,2247541,22884,5,0,0,0,0,1382,337,558044,597885,2304665,15946629,5670493,4177,10690624796,25411478,626115,28832,1,0,0,0,0,5267,18986.14011771407,0,100000,49.36427,39,11911,68,146,100000
17,extend,1000,true,zipfian,EXTEND,92450,48525749,17753412,17325102,325425,170045,311948,0,0,0,1382,337,558044,599553,2328135,15954411,5670493,4177,10772573901,25547467,628473,28832,0,0,0,0,1,5629,1776.5144785930006,0,10000,534.1083,290,28047,1364,2077,10000
17,run,1000,true,uniform,READ,124713,52401392,19061975,18631663,325861,170056,312362,0,0,0,1382,337,558044,601585,2343102,15956372,5670493,4177,10787008092,25610415,649305,28832,1,0,0,0,0,6111,16363.933889707085,0,100000,57.74422,36,12823,98,213,100000
17,reference,1000,true,uniform,READ,1763,5144726,1759756,1721076,1119,1,0,0,0,0,1382,337,558044,601963,2343102,15956611,5670493,4177,10787008092,25610415,649305,28832,1,0,0,0,0,2555,39138.94324853229,0,100000,22.14458,17,10743,42,86,100000
17,clean-run,1000,true,uniform,READ,2564,3007668,1302604,1300646,13454,1,0,0,0,0,1382,338,570138,602749,2343103,15961397,5670552,4182,10812269114,25639260,650241,30721,1,0,0,0,0,5520,18115.942028985508,0,100000,51.80532,32,12599,91,205,100000
17,avg-run,1000,true,uniform,READ,5123,6063249,2307845,2303844,23454,5,0,0,0,0,1382,338,570138,602750,2343103,15963953,5670552,4182,10831842073,25660318,650243,30721,1,0,0,0,0,5305,18850.14137606032,0,100000,49.77662,39,12343,69,138,100000
18,extend,1000,true,zipfian,EXTEND,132927,53149894,19497988,19043663,360499,180056,346416,0,0,0,1382,338,570138,603331,2343103,15971795,5670552,4182,10927717380,25800105,656291,30721,0,0,0,0,1,5559,1798.8846914912754,0,10000,527.677,293,30767,1316,1936,10000
18,run,1000,true,uniform,READ,134922,57024267,20862300,20406842,360499,180056,346416,0,0,0,1382,338,570138,605582,2349988,15973844,5670552,4182,10927733206,25800358,656291,30721,1,0,0,0,0,6200,16129.032258064517,0,100000,58.686,36,13127,98,215,100000
18,reference,1000,true,uniform,READ,2099,5446852,1863009,1822306,1119,1,0,0,0,0,1382,338,570138,605984,2349988,15974107,5670552,4182,10927733206,25800358,656291,30721,1,0,0,0,0,2691,37160.906726124114,0,100000,23.41647,17,10143,47,91,100000
18,clean-run,1000,true,uniform,READ,2702,3048674,1359501,1357543,14042,1,0,0,0,0,1382,339,580087,606570,2351068,15979013,5670600,4185,10954082052,25830539,657227,32556,1,0,0,0,0,5506,18162.005085361423,0,100000,51.82164,34,11255,84,212,100000
18,avg-run,1000,true,uniform,READ,5304,6409302,2464738,2460737,25042,5,0,0,0,0,1382,339,580087,606570,2351068,15981614,5670600,4185,10974800212,25853600,657229,32556,1,0,0,0,0,5508,18155.410312273056,0,100000,51.48137,41,12399,70,147,100000
19,extend,1000,true,zipfian,EXTEND,144178,57785469,21313668,20834272,396558,190056,381863,0,0,0,1382,339,580087,607341,2358131,15990509,5670600,4185,11080893582,25997409,664172,32556,0,0,0,0,1,5636,1774.3080198722498,0,10000,534.6018,296,27055,1288,2007,10000
19,run,1000,true,uniform,READ,146197,61705450,22738212,22257678,396558,190056,381863,0,0,0,1382,339,580087,609619,2363849,15992719,5670600,4185,11080910452,25997677,664172,32556,1,0,0,0,0,6393,15642.108556233381,0,100000,60.58115,36,17583,101,226,100000
19,reference,1000,true,uniform,READ,2438,5748975,1966262,1923536,1119,1,0,0,0,0,1382,339,580087,609935,2371760,15992991,5670600,4185,11080910452,25997677,664172,32556,1,0,0,0,0,2623,38124.28516965307,0,100000,22.81152,16,10479,48,83,100000
19,clean-run,1000,true,uniform,READ,2824,3079527,1409498,1407540,14654,1,0,0,0,0,1382,340,593336,610807,2389328,15998182,5670663,4254,11108348216,26029221,665108,32556,1,0,0,0,0,5685,17590.14951627089,0,100000,53.54046,34,11591,90,199,100000
