Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),RETURN=ERROR,Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK
18,avg-run,1000,true,zipfian,READ,5226,6447641,2548702,2544704,25529,5,0,0,0,0,1404,737,3575353,2610978,25786437,53940265,7867801,41024,113793702384,166641594,9785734,1384794,1,0,0,0,0,8154,12263.91954868776,0,100000,77.61761,49,13591,140,232,100000
19,extend,1000,true,uniform,EXTEND,10598,51677368,18850234,18366033,166262,189910,150806,0,0,0,1404,737,3575353,2610978,25786437,53940265,7867801,41024,113825232371,166722057,9786305,1384794,0,0,0,0,1,5655,1768.3465959328028,0,9988,535.1239487384862,323,29183,879,1239,9988,12
19,run,1000,true,zipfian,READ,10598,54735758,20384656,19899290,166262,189910,150806,0,0,0,1404,737,3575353,2610978,25786437,53940265,7867801,41024,113825250589,166722350,9786305,1384794,1,0,0,0,0,9162,10914.647456887142,0,99937,87.70450383741758,44,13807,160,244,99937,63
19,reference,1000,true,zipfian,READ,172,5751492,1968160,1923694,1119,1,0,0,0,0,1404,737,3575353,2610978,25786437,53940265,7867801,41024,113825250589,166722350,9786305,1384794,1,0,0,0,0,3304,30266.34382566586,0,100000,29.3909,17,10655,55,112,100000
19,clean-run,1000,true,zipfian,READ,2785,3097066,1532283,1530326,15419,1,0,0,0,0,1404,738,3583639,2610978,25792001,53943971,7867835,41033,113851996417,166755498,9787241,1386898,1,0,0,0,0,8587,11645.51065564225,0,99912,82.11758347345665,43,13111,150,234,99912,88
19,avg-run,1000,true,zipfian,READ,6217,6489238,3635950,3631952,36419,5,0,0,0,0,1404,738,3583639,2610978,25792001,53947403,7867835,41033,113875025211,166798588,9787243,1386898,1,0,0,0,0,8379,11934.598400763814,0,100000,79.96969,50,12391,143,232,100000
20,extend,1000,true,uniform,EXTEND,11598,55255823,20610968,20101282,181879,199898,165555,0,0,0,1404,738,3583639,2611292,25792001,53948341,7867835,41033,113934480027,166881890,9793397,1386898,0,0,0,0,1,5605,1784.121320249777,0,9988,529.4381257509011,311,30527,870,1213,9988,12
20,run,1000,true,zipfian,READ,11598,58320120,22234707,21723859,181879,199898,165555,0,0,0,1404,738,3583639,2611630,25792001,53948403,7867835,41033,113934497343,166882168,9793397,1386898,1,0,0,0,0,9297,10756.157900397979,0,99923,89.09984688209921,47,12799,158,246,99923,77
20,reference,1000,true,zipfian,READ,172,6053954,2071413,2024924,1119,1,0,0,0,0,1404,738,3583639,2611630,25792001,53948403,7867835,41033,113938308786,166906911,9794739,1386898,1,0,0,0,0,3361,29753.04968759298,0,100000,29.97551,17,9711,58,114,100000
20,clean-run,1000,true,zipfian,READ,2931,3121631,1621425,1619388,16249,1,0,0,0,0,1404,739,3592917,2611630,25799539,53952306,7873315,41143,113966150474,166941875,9795677,1388347,1,0,0,0,0,8622,11598.237067965669,0,99916,82.4674526602346,43,14615,149,222,99916,84
20,avg-run,1000,true,zipfian,READ,6363,6513793,3725006,3720928,37249,5,0,0,0,0,1404,739,3592917,2611630,25799539,53955738,7873315,41143,113990169204,166984964,9795679,1388347,1,0,0,0,0,8897,11239.743733842868,0,100000,85.21505,56,13535,152,227,100000
21,extend,1000,true,uniform,EXTEND,11599,58879477,22472838,21936891,198445,209904,181311,0,0,0,1404,739,3592917,2611630,25799539,53955739,7873315,41143,114039867011,167070441,9801183,1388347,0,0,0,0,1,5786,1728.3097131005877,0,9995,548.7140570285143,325,27039,929,1289,9995,5
21,run,1000,true,zipfian,READ,11599,61964422,24184820,23647739,198445,209904,181311,0,0,0,1404,739,3592917,2611630,25799539,53955739,7873315,41143,114039885847,167070745,9801183,1388347,1,0,0,0,0,9220,10845.986984815618,0,99937,88.18008345257512,48,15943,157,242,99937,63
21,reference,1000,true,zipfian,READ,172,6356489,2175550,2126168,1119,1,0,0,0,0,1404,739,3592917,2611630,25799539,53955739,7873315,41143,114039885847,167070745,9801183,1388347,1,0,0,0,0,3226,30998.140111593304,0,100000,28.55916,17,10919,57,115,100000
21,clean-run,1000,true,zipfian,READ,3066,3136920,1706532,1705446,17051,1,0,0,0,0,1404,740,3600353,2611630,25806222,53959726,7873378,41146,114068593127,167104661,9802118,1390777,1,0,0,0,0,8821,11336.583153837433,0,99928,84.41911176046753,46,12423,154,247,99928,72
21,avg-run,1000,true,zipfian,READ,6498,6529083,3810883,3806885,38051,5,0,0,0,0,1404,740,3600353,2611630,25806222,53963159,7873378,41146,114093612679,167147756,9802120,1390777,1,0,0,0,0,9031,11072.970878086591,0,100000,86.51439,58,12855,156,234,100000
22,extend,1000,true,uniform,EXTEND,11607,62527539,24432373,23870345,215698,219905,197772,0,0,0,1404,740,3600353,2611630,25806222,53963166,7873378,41146,114148644190,167254825,9810324,1390777,0,0,0,0,1,5893,1696.9285593076531,0,9990,555.2685685685685,331,26799,944,1341,9990,10
22,run,1000,true,zipfian,READ,11607,65665492,26219315,25656166,215698,219905,197772,0,0,0,1404,740,3600353,2611630,25806222,53963166,7873378,41146,114148660674,167255093,9810324,1390777,1,0,0,0,0,9701,10308.215647871353,0,99941,93.11962057613992,57,13519,166,248,99941,59
22,reference,1000,true,zipfian,READ,172,6659024,2279687,2227412,1119,1,0,0,0,0,1404,740,3600353,2611630,25806222,53963166,7873378,41146,114148660674,167255093,9810324,1390777,1,0,0,0,0,3248,30788.17733990148,0,100000,28.75357,17,11151,57,113,100000
22,clean-run,1000,true,zipfian,READ,3198,3195274,1782253,1781167,17848,1,0,0,0,0,1404,741,3609049,2611630,25813047,53967285,7873419,41150,114178474914,167290612,9811259,1393384,1,0,0,0,0,8843,11308.37950921633,0,99924,84.71314198791082,47,11087,153,231,99924,76
22,avg-run,1000,true,zipfian,READ,6634,6593789,3886726,3882728,38868,5,0,0,0,0,1404,741,3609049,2611630,25813047,53970721,7873419,41150,114204694322,167336679,9811262,1393384,1,0,0,0,0,9230,10834.236186348862,0,100000,88.58626,59,12959,157,246,100000
23,extend,1000,true,uniform,EXTEND,12847,66203505,26474875,25887740,233556,229894,214931,0,0,0,1404,741,3609049,2612291,25820743,53971957,7873419,41150,114267186361,167426442,9817024,1393384,0,0,0,0,1,5651,1769.5983011856308,0,9989,536.2793072379618,327,30495,885,1246,9989,11
23,run,1000,true,zipfian,READ,12847,69389601,28339179,27750935,233556,229894,214931,0,0,0,1404,741,3609049,2612291,25820743,53971961,7873419,41150,114267204305,167426734,9817024,1393384,1,0,0,0,0,9877,10124.531740407007,0,99915,94.96644147525397,60,16223,167,252,99915,85
23,reference,1000,true,zipfian,READ,172,6961486,2382940,2328642,1119,1,0,0,0,0,1404,741,3609049,2612291,25820743,53971961,7873419,41150,114267204305,167426734,9817024,1393384,1,0,0,0,0,3233,30931.02381688834,0,100000,28.75361,17,10455,59,111,100000
23,clean-run,1000,true,zipfian,READ,3382,3239150,1855568,1853611,18563,1,0,0,0,0,1404,742,3619555,2613019,25821240,53976478,7873463,41160,114303000828,167494274,9819977,1395408,1,0,0,0,0,9064,11032.656663724625,0,99908,87.00942867438043,54,11863,157,233,99908,92
23,avg-run,1000,true,zipfian,READ,6814,6631176,3959039,3955041,39563,5,0,0,0,0,1404,742,3619555,2613019,25821240,53979910,7873463,41160,114330019508,167537362,9819979,1395408,1,0,0,0,0,9308,10743.446497636442,0,100000,89.24545,59,13703,158,244,100000
24,extend,1000,true,uniform,EXTEND,12898,69972138,28603619,27990797,252125,239897,232869,0,0,0,1404,742,3619555,2613019,25821240,53979961,7873463,41160,114384525031,167628725,9825758,1395408,0,0,0,0,1,6037,1656.4518800728838,0,9992,570.6047838270616,317,26239,1015,1370,9992,8
24,run,1000,true,zipfian,READ,12898,73211979,30527841,29913938,252125,239897,232869,0,0,0,1404,742,3619555,2613019,25821240,53979961,7873463,41160,114384540907,167628984,9825758,1395408,1,0,0,0,0,9877,10124.531740407007,0,99912,94.65592721595003,59,15639,167,251,99912,88
24,reference,1000,true,zipfian,READ,172,7264021,2487077,2429886,1119,1,0,0,0,0,1404,742,3619555,2613019,25821240,53979961,7873463,41160,114384540907,167628984,9825758,1395408,1,0,0,0,0,3386,29533.372711163614,0,100000,30.12138,18,12711,59,112,100000
24,clean-run,1000,true,zipfian,READ,3475,3296757,1916662,1914705,19209,1,0,0,0,0,1404,743,3627798,2613527,25828424,53984964,7873500,41164,114416741838,167670443,9826694,1398021,1,0,0,0,0,9488,10539.629005059021,0,99924,91.12987870781794,57,11503,165,260,99924,76
24,avg-run,1000,true,zipfian,READ,6939,6688649,4020109,4016111,40209,5,0,0,0,0,1404,743,3627798,2613527,25828424,53988423,7873500,41164,114444760602,167713533,9826696,1398021,1,0,0,0,0,10103,9898.050084133425,0,100000,96.87605,58,15751,178,264,100000
25,extend,1000,true,uniform,EXTEND,13859,73771099,30798293,30160734,271109,249883,251348,0,0,0,1404,743,3627798,2613546,25836108,53989324,7873500,41164,114514622843,167806419,9834157,1398021,0,0,0,0,1,6001,1666.3889351774703,0,9986,569.017123973563,338,26703,955,1349,9986,14
25,run,1000,true,zipfian,READ,13859,77111290,32771468,32131481,271112,249894,251352,0,0,0,1404,743,3627798,2613546,25836108,53989384,7873500,41164,114519233862,167835889,9835986,1398021,1,0,0,0,0,10526,9500.285008550256,0,99916,100.96380960006405,57,15319,182,274,99916,84
25,reference,1000,true,zipfian,READ,172,7566556,2591214,2531130,1119,1,0,0,0,0,1404,743,3627798,2613546,25836108,53989384,7873500,41164,114519233862,167835889,9835986,1398021,1,0,0,0,0,3498,28587.764436821042,0,100000,31.20465,18,10599,61,121,100000
25,clean-run,1000,true,zipfian,READ,3719,3355018,1970404,1968447,19735,1,0,0,0,0,1404,744,3639155,2613621,25836838,53994783,7873555,41166,114552515651,167878571,9836922,1400881,1,0,0,0,0,9695,10314.595152140279,0,99925,92.8485964473355,57,12727,168,250,99925,75
25,avg-run,1000,true,zipfian,READ,7222,6746843,4073871,4069873,40735,5,0,0,0,0,1404,744,3639155,2613624,25844952,53998299,7873555,41166,114581534381,167921660,9836924,1400881,1,0,0,0,0,9507,10518.565267697486,0,100000,91.33283,62,12615,164,247,100000
26,extend,1000,true,uniform,EXTEND,13907,77683042,33047335,32383231,290509,259888,270332,0,0,0,1404,744,3639155,2613624,25844952,53998361,7873555,41166,114640691236,168014718,9843575,1400881,0,0,0,0,1,5874,1702.4174327545113,0,9994,557.5446267760657,334,30671,936,1303,9994,6
26,run,1000,true,zipfian,READ,13907,81042888,35057461,34392286,290509,259888,270332,0,0,0,1404,744,3639155,2613624,25844952,53998361,7873555,41166,114640705160,168014947,9843575,1400881,1,0,0,0,0,10317,9692.74013763691,0,99932,99.1297882560141,56,17503,174,255,99932,68
26,reference,1000,true,zipfian,READ,172,7869018,2694467,2632360,1119,1,0,0,0,0,1404,744,3639155,2613624,25844952,53998361,7873555,41166,114640705160,168014947,9843575,1400881,1,0,0,0,0,3392,29481.132075471698,0,100000,30.14436,17,12191,59,114,100000
26,clean-run,1000,true,zipfian,READ,3835,3399819,2008913,2006956,20166,1,0,0,0,0,1404,745,3648090,2613721,25844980,54003877,7873599,41170,114675053517,168058644,9844511,1403423,1,0,0,0,0,9622,10392.849719393058,0,99922,92.4149636716639,58,13303,166,250,99922,78
26,avg-run,1000,true,zipfian,READ,7636,7069621,4112360,4108362,41166,5,0,0,0,0,1404,745,3648090,2613721,25853075,54007713,7873599,41170,114725005419,168125132,9852735,1403423,1,0,0,0,0,9969,10031.096398836393,0,100000,95.89629,61,12031,174,257,100000
27,extend,1000,true,uniform,EXTEND,14244,81656998,35338707,34649167,310147,269887,289598,0,0,0,1404,745,3648090,2613722,25853075,54007740,7873599,41170,114769237340,168218841,9854443,1403423,0,0,0,0,1,5987,1670.2856188408218,0,9988,566.1312575090108,332,28399,966,1317,9988,12
27,run,1000,true,zipfian,READ,14244,85066641,37381966,36691364,310147,269887,289598,0,0,0,1404,745,3648090,2613722,25853075,54007740,7873599,41170,114769248342,168219024,9854443,1403423,1,0,0,0,0,11820,8460.236886632825,0,99935,114.07390804022614,63,13391,202,290,99935,65
27,reference,1000,true,zipfian,READ,172,8171553,2798604,2733604,1119,1,0,0,0,0,1404,745,3648090,2613722,25853075,54007740,7873599,41170,114769248342,168219024,9854443,1403423,1,0,0,0,0,3621,27616.680475006906,0,100000,32.37338,17,12159,63,119,100000
27,clean-run,1000,true,zipfian,READ,4002,3433638,2043104,2041147,20541,1,0,0,0,0,1404,746,3658600,2613950,25853527,54013431,7873649,41175,114804657038,168263634,9855379,1406007,1,0,0,0,0,10755,9298.000929800093,0,99923,103.53714360057243,61,13215,187,274,99923,77
27,avg-run,1000,true,zipfian,READ,7897,7076462,4146551,4142553,41541,5,0,0,0,0,1404,746,3658600,2613951,25861490,54017325,7873649,41175,114835675748,168306723,9855381,1406007,1,0,0,0,0,10568,9462.528387585162,0,100000,101.22782,65,19199,183,269,100000
28,extend,1000,true,uniform,EXTEND,16534,85680493,37667352,36952523,330097,279883,309236,0,0,0,1404,746,3658600,2614251,25861490,54019065,7873649,41175,114911677283,168427718,9864754,1406007,0,0,0,0,1,5862,1705.9024223814397,0,9985,553.8414621932899,348,29695,901,1467,9985,15
28,run,1000,true,zipfian,READ,16672,89128870,39750739,39034850,330097,279883,309236,0,0,0,1404,746,3658600,2616629,25861490,54019236,7873649,41175,114911686209,168427869,9864754,1406007,1,0,0,0,0,10745,9306.654257794324,0,99944,103.41267109581365,63,16575,180,270,99944,56
28,reference,1000,true,zipfian,READ,445,8473815,2902741,2834848,1119,1,0,0,0,0,1404,746,3658600,2617169,25861490,54019496,7873649,41175,114911686209,168427869,9864754,1406007,1,0,0,0,0,3586,27886.22420524261,0,100000,31.99646,17,11103,62,119,100000
28,clean-run,1000,true,zipfian,READ,4083,3484193,2082548,2080591,20853,1,0,0,0,0,1404,747,3669645,2617726,25863446,54025765,7873702,41183,114948145905,168473260,9865690,1408803,1,0,0,0,0,10509,9515.653249595585,0,99924,101.07903006284776,62,13823,183,272,99924,76
28,avg-run,1000,true,zipfian,READ,7937,7126829,4185995,4181997,41853,5,0,0,0,0,1404,747,3669645,2617726,25871097,54029654,7873702,41183,114980164665,168516350,9865692,1408803,1,0,0,0,0,10516,9509.319132750095,0,100000,101.12088,66,12959,181,273,100000
29,extend,1000,true,uniform,EXTEND,19155,89714046,40038866,39299570,350393,289873,329231,0,0,0,1404,747,3669645,2617774,25871097,54031766,7873702,41183,115050354844,168610849,9873378,1408803,0,0,0,0,1,6780,1474.9262536873157,0,9990,596.9866866866867,351,28063,981,1380,9990,10
29,run,1000,true,zipfian,READ,19449,93188216,42155891,41415544,350393,289873,329231,0,0,0,1404,747,3669645,2617777,25871097,54032085,7873702,41183,115050369056,168611084,9873378,1408803,1,0,0,0,0,11166,8955.758552749418,0,99926,107.69620519184197,63,14535,190,286,99926,74
29,reference,1000,true,zipfian,READ,545,8776177,3005994,2936078,1119,1,0,0,0,0,1404,747,3669645,2617787,25871097,54032163,7873702,41183,115053861899,168640506,9874665,1408803,1,0,0,0,0,3432,29137.529137529138,0,100000,30.59092,17,9975,60,115,100000
29,clean-run,1000,true,zipfian,READ,4304,3503074,2117930,2115973,21157,1,0,0,0,0,1404,748,3680694,2617971,25872684,54038618,7873754,41187,115091377859,168686682,9875602,1412285,1,0,0,0,0,9851,10151.253679829459,0,99929,94.79221247085431,60,12911,165,244,99929,71
29,avg-run,1000,true,zipfian,READ,9474,6898058,4221377,4217379,42157,5,0,0,0,0,1404,748,3680694,2617971,25880785,54043793,7873754,41187,115124396593,168729771,9875604,1412285,1,0,0,0,0,9779,10225.994477962982,0,100000,93.97021,64,13535,165,247,100000
30,extend,1000,true,uniform,EXTEND,22106,93820310,42448431,41683897,370970,299874,349482,0,0,0,1404,748,3680694,2617993,25880785,54044943,7873754,41187,115191569704,168825051,9883222,1412285,0,0,0,0,1,6308,1585.288522511097,0,9990,600.3971971971972,342,29519,1005,1433,9990,10
30,run,1000,true,zipfian,READ,22426,97335324,44601624,43836053,370970,299874,349482,0,0,0,1404,748,3680694,2618024,25880785,54045336,7873754,41187,115191578338,168825193,9883222,1412285,1,0,0,0,0,12000,8333.333333333334,0,99910,115.59321389250326,65,16559,209,305,99910,90
30,reference,1000,true,zipfian,READ,843,9078414,3110131,3037322,1119,1,0,0,0,0,1404,748,3680694,2619349,25880785,54045575,7873754,41187,115191578388,168825194,9883222,1412285,1,0,0,0,0,3420,29239.766081871345,0,100000,30.34912,17,10543,61,113,100000
30,clean-run,1000,true,zipfian,READ,4414,3512951,2153642,2151685,21485,1,0,0,0,0,1404,749,3690320,2620096,25883108,54052264,7873800,41189,115230142114,168872198,9884158,1415537,1,0,0,0,0,10252,9754.194303550526,0,99924,98.81259757415636,61,12743,174,254,99924,76
30,avg-run,1000,true,zipfian,READ,9513,6907990,4257089,4253091,42485,5,0,0,0,0,1404,749,3690320,2620098,25890580,54057414,7873800,41189,115264150878,168915288,9884160,1415537,1,0,0,0,0,9865,10136.847440446021,0,100000,94.98243,64,12895,168,247,100000
31,extend,1000,true,uniform,EXTEND,29130,97964275,44898036,44108350,391863,309875,370054,0,0,0,1404,749,3690320,2620837,25890580,54059109,7873800,41189,115335714224,169034558,9894410,1415537,0,0,0,0,1,6255,1598.721023181455,0,9990,593.5980980980981,345,28367,1028,1437,9990,10
31,run,1000,true,zipfian,READ,29440,101511987,47085018,46294296,391863,309875,370054,0,0,0,1404,749,3690320,2621786,25890580,54059454,7873800,41189,115335729902,169034818,9894410,1415537,1,0,0,0,0,11366,8798.169980644027,0,99931,109.84939608329748,64,13719,192,279,99931,69
31,reference,1000,true,zipfian,READ,1167,9380625,3214268,3138566,1119,1,0,0,0,0,1404,749,3690320,2622496,25890580,54059734,7873800,41189,115335729952,169034819,9894410,1415537,1,0,0,0,0,3381,29577.048210588582,0,100000,29.95331,17,10407,59,119,100000
31,clean-run,1000,true,zipfian,READ,4648,3514208,2186488,2184531,21808,1,0,0,0,0,1404,750,3700560,2622998,25895742,54066667,7873850,41194,115375348210,169082670,9895346,1418999,1,0,0,0,0,11541,8664.760419374405,0,99928,111.16992234408774,63,12727,205,295,99928,72
31,avg-run,1000,true,zipfian,READ,9786,6909198,4289935,4285937,42808,5,0,0,0,0,1404,750,3700560,2623000,25903459,54071830,7873850,41194,115410356970,169125760,9895348,1418999,1,0,0,0,0,10262,9744.689144416294,0,100000,98.7093,65,15431,176,264,100000
32,extend,1000,true,uniform,EXTEND,34804,102144272,47384756,46570822,413229,319863,391025,0,0,0,1404,750,3700560,2624560,25903459,54076679,7873850,41194,115490357044,169222350,9902569,1418999,0,0,0,0,1,6312,1584.2839036755386,0,9988,600.9053864637565,358,28223,1010,1403,9988,12
32,run,1000,true,zipfian,READ,39005,106657528,49609803,48793972,413231,319874,391027,0,0,0,1404,750,3700560,2627146,25909784,54077257,7873850,41194,115497500866,169260087,9905698,1418999,1,0,0,0,0,11932,8380.824673147838,0,99937,115.37775798753215,67,17423,202,286,99937,63
32,reference,1000,true,zipfian,READ,1512,9682815,3318405,3239810,1119,1,0,0,0,0,1404,750,3700560,2627621,25909784,54077529,7873850,41194,115497500866,169260087,9905698,1418999,1,0,0,0,0,3451,28977.108084613155,0,100000,30.73784,17,10543,60,118,100000
32,clean-run,1000,true,zipfian,READ,4856,3515331,2224282,2222325,22211,1,0,0,0,0,1404,751,3713465,2627657,25913455,54084596,7873906,41212,115538185194,169308942,9906634,1422307,1,0,0,0,0,11042,9056.330374932077,0,99937,106.68261004432793,66,13759,189,271,99937,63
32,avg-run,1000,true,zipfian,READ,10031,6910278,4327729,4323731,43211,5,0,0,0,0,1404,751,3713465,2627690,25921637,54089803,7873906,41212,115574193874,169352030,9906636,1422307,1,0,0,0,0,10627,9409.993413004611,0,100000,102.17168,66,14631,182,271,100000
33,extend,1000,true,uniform,EXTEND,43490,107361817,49914248,49074232,435026,329862,412366,0,0,0,1404,751,3713465,2628993,25921637,54093912,7873906,41212,115643984243,169449757,9914020,1422307,0,0,0,0,1,6091,1641.7665407978986,0,9988,578.9828794553464,361,31711,937,1294,9988,12
33,run,1000,true,zipfian,READ,43948,111863790,52181948,51340907,435026,329862,412366,0,0,0,1404,751,3713465,2631757,25921637,54094445,7873906,41212,115643996605,169449961,9914020,1422307,1,0,0,0,0,13333,7500.187504687618,0,99928,129.29974581698823,70,16623,228,320,99928,72
33,reference,1000,true,zipfian,READ,1848,9984941,3421658,3341040,1119,1,0,0,0,0,1404,751,3713465,2632296,25921637,54094708,7873906,41212,115643996605,169449961,9914020,1422307,1,0,0,0,0,3699,27034.33360367667,0,100000,32.93105,18,10711,62,121,100000
33,clean-run,1000,true,zipfian,READ,4985,3530052,2267410,2265453,22660,1,0,0,0,0,1404,752,3723449,2632447,25925056,54101905,7873954,41216,115685748662,169499904,9914956,1425370,1,0,0,0,0,12275,8146.639511201629,0,99923,118.64225453599272,67,13687,212,296,99923,77
33,avg-run,1000,true,zipfian,READ,10161,6924992,4370857,4366859,43660,5,0,0,0,0,1404,752,3723449,2633281,25933034,54107111,7873954,41216,115742760139,169570146,9924339,1425370,1,0,0,0,0,9902,10098.969905069684,0,100000,95.12291,65,16671,167,248,100000
34,extend,1000,true,uniform,EXTEND,53417,112613731,52493318,51628233,457386,339863,434209,0,0,0,1404,752,3723449,2634561,25940275,54109530,7873954,41216,115799682215,169670128,9926939,1425370,0,0,0,0,1,6173,1619.9578810950916,0,9990,585.2667667667668,359,28543,934,1295,9990,10
34,run,1000,true,zipfian,READ,53842,117144033,54810389,53944279,457386,339863,434209,0,0,0,1404,752,3723449,2637447,25940275,54110104,7873954,41216,115799693665,169670323,9926939,1425370,1,0,0,0,0,12836,7790.588968526021,0,99943,124.26402049168026,72,15959,216,309,99943,57
34,reference,1000,true,zipfian,READ,2194,10287130,3525795,3442284,1119,1,0,0,0,0,1404,752,3723449,2637954,25940275,54110367,7873954,41216,115799693665,169670323,9926939,1425370,1,0,0,0,0,3576,27964.20581655481,0,100000,31.80909,17,13919,64,128,100000
34,clean-run,1000,true,zipfian,READ,5129,3533711,2316364,2314407,23177,1,0,0,0,0,1404,753,3734466,2638120,25940896,54117691,7874009,41219,115842524901,169721480,9927875,1428931,1,0,0,0,0,11776,8491.847826086956,0,99929,113.84485985049385,66,12935,201,289,99929,71
34,avg-run,1000,true,zipfian,READ,10299,6928655,4419811,4415813,44177,5,0,0,0,0,1404,753,3734466,2638247,25948949,54122923,7874009,41219,115880533661,169764570,9927877,1428931,1,0,0,0,0,11056,9044.862518089725,0,100000,106.63844,67,14671,196,295,100000
35,extend,1000,true,uniform,EXTEND,63177,117899801,55128141,54238010,480359,349863,456643,0,0,0,1404,753,3734466,2639822,25955855,54125244,7874009,41219,115959691749,169893113,9939385,1428931,0,0,0,0,1,6264,1596.4240102171136,0,9989,594.6063670037041,351,28815,954,1537,9989,11
35,run,1000,true,zipfian,READ,63550,122482231,57492373,56601220,480359,349863,456643,0,0,0,1404,753,3734466,2642933,25955855,54125683,7874009,41219,115959704445,169893323,9939385,1428931,1,0,0,0,0,13220,7564.296520423601,0,99926,128.11401437063427,72,14343,223,323,99926,74
35,reference,1000,true,zipfian,READ,2542,10589317,3629932,3543528,1119,1,0,0,0,0,1404,753,3734466,2643473,25955855,54125922,7874009,41219,115959704445,169893323,9939385,1428931,1,0,0,0,0,3619,27631.942525559545,0,100000,32.29039,18,10791,63,133,100000
35,clean-run,1000,true,zipfian,READ,5301,3547573,2364867,2362910,23715,1,0,0,0,0,1404,754,3745756,2643614,25956304,54133434,7874063,41226,116003616449,169945732,9940321,1432323,1,0,0,0,0,11747,8512.811781731505,0,99927,113.4714141323166,70,13991,198,290,99927,73
35,avg-run,1000,true,zipfian,READ,10477,6942509,4468314,4464316,44715,5,0,0,0,0,1404,754,3745756,2643614,25964382,54138661,7874063,41226,116042625179,169988821,9940323,1432323,1,0,0,0,0,10772,9283.32714444857,0,100000,103.77786,67,14607,190,281,100000
36,extend,1000,true,uniform,EXTEND,70352,123194677,57816008,56901713,503970,359850,479619,0,0,0,1404,754,3745756,2645653,25970716,54145057,7874063,41226,116128350142,170091933,9947738,1432323,0,0,0,0,1,6496,1539.4088669950738,0,9987,617.8297787123261,356,26527,1000,1458,9987,13
36,run,1000,true,zipfian,READ,76137,127772367,60247296,59331107,503972,359861,479621,0,0,0,1404,754,3745756,2647837,25970716,54145647,7874063,41226,116136751160,170133686,9951710,1432323,1,0,0,0,0,16016,6243.756243756244,0,99942,155.27451922114827,73,19423,271,388,99942,58
36,reference,1000,true,zipfian,READ,2887,10891507,3734069,3644772,1119,1,0,0,0,0,1404,754,3745756,2647878,25970716,54145890,7874063,41226,116136751160,170133686,9951710,1432323,1,0,0,0,0,3607,27723.87025228722,0,100000,32.288,18,12375,63,120,100000
36,clean-run,1000,true,zipfian,READ,5473,3565532,2429854,2427897,24351,1,0,0,0,0,1404,755,3759582,2648024,25976439,54153610,7874129,41241,116181754827,170187494,9952646,1436254,1,0,0,0,0,11975,8350.730688935282,0,99930,116.01617131992394,70,15199,202,289,99930,70
36,avg-run,1000,true,zipfian,READ,10650,6960467,4533301,4529303,45351,5,0,0,0,0,1404,755,3759582,2648026,25984490,54158814,7874129,41241,116221763507,170230582,9952648,1436254,1,0,0,0,0,10678,9365.049634763065,0,100000,103.03144,70,13031,181,269,100000
37,extend,1000,true,uniform,EXTEND,82271,128492992,60578798,59638531,528221,369853,503234,0,0,0,1404,755,3759582,2650039,25984490,54164599,7874129,41241,116298726363,170335822,9960396,1436254,0,0,0,0,1,6418,1558.1177937052041,0,9992,610.5200160128103,368,26767,984,1392,9992,8
37,run,1000,true,zipfian,READ,87105,133111453,63071387,62129228,528223,369864,503236,0,0,0,1404,755,3759582,2652466,25989473,54165089,7874129,41241,116300709832,170365669,9960745,1436254,1,0,0,0,0,13016,7682.851874615857,0,99931,126.34245629484344,74,15319,218,304,99931,69
37,reference,1000,true,zipfian,READ,3223,11193633,3837322,3746002,1119,1,0,0,0,0,1404,755,3759582,2652966,25989473,54165374,7874129,41241,116300709832,170365669,9960745,1436254,1,0,0,0,0,3436,29103.60884749709,0,100000,30.67739,18,10135,58,110,100000
37,clean-run,1000,true,zipfian,READ,5841,3587705,2491564,2489607,24987,1,0,0,0,0,1404,756,3770986,2653250,25991127,54173395,7874184,41247,116346807570,170420920,9961681,1439907,1,0,0,0,0,12170,8216.926869350862,0,99918,117.91996437078404,73,13487,204,290,99918,82
37,avg-run,1000,true,zipfian,READ,11017,6982639,4595011,4591013,45987,5,0,0,0,0,1404,756,3770986,2653250,25999040,54178598,7874184,41247,116387816280,170464009,9961683,1439907,1,0,0,0,0,10618,9417.969485778865,0,100000,102.26112,71,14311,179,265,100000
38,extend,1000,true,uniform,EXTEND,91964,133845642,63410754,62444462,553217,379854,527542,0,0,0,1404,756,3770986,2654650,25999040,54183108,7874184,41247,116469207775,170571963,9969922,1439907,0,0,0,0,1,6454,1549.426712116517,0,9990,614.8186186186186,362,27359,1028,1456,9990,10
38,run,1000,true,zipfian,READ,92402,138486062,65971504,65004190,553217,379854,527542,0,0,0,1404,756,3770986,2657013,26004242,54183601,7874184,41247,116469222057,170572201,9969922,1439907,1,0,0,0,0,13493,7411.250277921886,0,99929,131.07132063765275,82,14863,224,315,99929,71
